"","Site1","Site2","estimator","relatedness","distance_metric","distance"
"846","BER","SIN","NDistance",0.165,"GDistance",181.8308594
"847","BER","VP","NDistance",0.139,"GDistance",260.6931177
"848","CIESN","CIESN","NDistance",NA,"GDistance",0
"849","CIESN","CIESS","NDistance",0.11,"GDistance",4.985325679
"850","CIESN","COR","NDistance",0.117,"GDistance",40.74240222
"851","CIESN","COUSO","NDistance",0.106,"GDistance",8.204216037
"852","CIESN","ERI","NDistance",0.12,"GDistance",364.1927459
"853","CIESN","ESPO","NDistance",0.115,"GDistance",74.37343618
"854","CIESN","FIG","NDistance",0.106,"GDistance",229.3738326
"855","CIESN","GROVE","NDistance",0.118,"GDistance",25.35949674
"856","CIESN","ONS","NDistance",0.095,"GDistance",17.16978769
"857","CIESN","SALV","NDistance",0.111,"GDistance",28.56974773
"858","CIESN","SES","NDistance",0.121,"GDistance",425.9222146
"859","CIESN","SIL","NDistance",0.126,"GDistance",14.08824128
"860","CIESN","SIN","NDistance",0.148,"GDistance",485.6028286
"861","CIESN","VP","NDistance",0.129,"GDistance",60.23429133
"862","CIESS","CIESS","NDistance",NA,"GDistance",0
"863","CIESS","COR","NDistance",0.116,"GDistance",45.51244533
"864","CIESS","COUSO","NDistance",0.107,"GDistance",12.99362959
"865","CIESS","ERI","NDistance",0.119,"GDistance",359.3129378
"866","CIESS","ESPO","NDistance",0.103,"GDistance",69.39113474
"867","CIESS","FIG","NDistance",0.11,"GDistance",224.4051934
"868","CIESS","GROVE","NDistance",0.139,"GDistance",30.33839217
"869","CIESS","ONS","NDistance",0.106,"GDistance",22.15379696
"870","CIESS","SALV","NDistance",0.109,"GDistance",33.40796117
"871","CIESS","SES","NDistance",0.128,"GDistance",420.9723757
"872","CIESS","SIL","NDistance",0.133,"GDistance",9.124654661
"873","CIESS","SIN","NDistance",0.139,"GDistance",480.6270005
"874","CIESS","VP","NDistance",0.127,"GDistance",55.24951813
"875","COR","COR","NDistance",NA,"GDistance",0
"876","COR","COUSO","NDistance",0.104,"GDistance",34.67753664
"877","COR","ERI","NDistance",0.115,"GDistance",400.1178266
"878","COR","ESPO","NDistance",0.088,"GDistance",114.096358
"879","COR","FIG","NDistance",0.111,"GDistance",267.4629412
"880","COR","GROVE","NDistance",0.092,"GDistance",17.44513275
"881","COR","ONS","NDistance",0.1,"GDistance",24.74980405
"882","COR","SALV","NDistance",0.104,"GDistance",12.28452595
"883","COR","SES","NDistance",0.112,"GDistance",463.2520623
"884","COR","SIL","NDistance",0.127,"GDistance",54.04941585
"885","COR","SIN","NDistance",0.133,"GDistance",523.7446531
"886","COR","VP","NDistance",0.117,"GDistance",99.68445021
"887","COUSO","COUSO","NDistance",NA,"GDistance",0
"888","COUSO","ERI","NDistance",0.112,"GDistance",372.3052735
"889","COUSO","ESPO","NDistance",0.09,"GDistance",82.0218656
"890","COUSO","FIG","NDistance",0.103,"GDistance",237.28008
"891","COUSO","GROVE","NDistance",0.101,"GDistance",18.13982413
"892","COUSO","ONS","NDistance",0.09,"GDistance",10.03499857
"893","COUSO","SALV","NDistance",0.113,"GDistance",22.40410817
"894","COUSO","SES","NDistance",0.111,"GDistance",433.9007433
"895","COUSO","SIL","NDistance",0.119,"GDistance",22.08832565
"896","COUSO","SIN","NDistance",0.15,"GDistance",493.4593354
"897","COUSO","VP","NDistance",0.116,"GDistance",68.01962284
"898","ERI","ERI","NDistance",NA,"GDistance",0
"899","ERI","ESPO","NDistance",0.104,"GDistance",292.4490534
"900","ERI","FIG","NDistance",0.112,"GDistance",139.4743166
"901","ERI","GROVE","NDistance",0.108,"GDistance",388.7528723
"902","ERI","ONS","NDistance",0.104,"GDistance",380.9274392
"903","ERI","SALV","NDistance",0.119,"GDistance",389.8977167
"904","ERI","SES","NDistance",0.122,"GDistance",70.39929237
"905","ERI","SIL","NDistance",0.131,"GDistance",350.2273367
"906","ERI","SIN","NDistance",0.143,"GDistance",135.4989288
"907","ERI","VP","NDistance",0.112,"GDistance",305.2603138
"908","ESPO","ESPO","NDistance",NA,"GDistance",0
"909","ESPO","FIG","NDistance",0.101,"GDistance",155.7204786
"910","ESPO","GROVE","NDistance",0.101,"GDistance",99.72839088
"911","ESPO","ONS","NDistance",0.094,"GDistance",91.54282722
"912","ESPO","SALV","NDistance",0.089,"GDistance",102.3976683
"913","ESPO","SES","NDistance",0.12,"GDistance",352.5904769
"914","ESPO","SIL","NDistance",0.115,"GDistance",60.38783048
"915","ESPO","SIN","NDistance",0.149,"GDistance",411.6256426
"916","ESPO","VP","NDistance",0.12,"GDistance",14.49805545
"917","FIG","FIG","NDistance",NA,"GDistance",0
"918","FIG","GROVE","NDistance",0.103,"GDistance",254.5207928
"919","FIG","ONS","NDistance",0.099,"GDistance",246.4521534
"920","FIG","SALV","NDistance",0.107,"GDistance",256.4446932
"921","FIG","SES","NDistance",0.119,"GDistance",196.9017478
"922","FIG","SIL","NDistance",0.138,"GDistance",215.2858454
"923","FIG","SIN","NDistance",0.15,"GDistance",256.3117949
"924","FIG","VP","NDistance",0.117,"GDistance",169.3210043
"925","GROVE","GROVE","NDistance",NA,"GDistance",0
"926","GROVE","ONS","NDistance",0.096,"GDistance",8.21274335
"927","GROVE","SALV","NDistance",0.097,"GDistance",6.449466445
"928","GROVE","SES","NDistance",0.107,"GDistance",450.9190788
"929","GROVE","SIL","NDistance",0.118,"GDistance",39.37042402
"930","GROVE","SIN","NDistance",0.145,"GDistance",510.79756
"931","GROVE","VP","NDistance",0.103,"GDistance",85.55029392
"932","ONS","ONS","NDistance",NA,"GDistance",0
"933","ONS","SALV","NDistance",0.106,"GDistance",12.55122347
"934","ONS","SES","NDistance",0.115,"GDistance",442.9192481
"935","ONS","SIL","NDistance",0.121,"GDistance",31.21838339
"936","ONS","SIN","NDistance",0.146,"GDistance",502.7091292
"937","ONS","VP","NDistance",0.116,"GDistance",77.39319558
"938","SALV","SALV","NDistance",NA,"GDistance",0
"939","SALV","SES","NDistance",0.108,"GDistance",452.5533642
"940","SALV","SIL","NDistance",0.116,"GDistance",42.11793553
"941","SALV","SIN","NDistance",0.136,"GDistance",512.7564579
"942","SALV","VP","NDistance",0.113,"GDistance",88.05680241
"943","SES","SES","NDistance",NA,"GDistance",0
"944","SES","SIL","NDistance",0.138,"GDistance",411.8477935
"945","SES","SIN","NDistance",0.144,"GDistance",65.10616453
"946","SES","VP","NDistance",0.128,"GDistance",366.0698521
"947","SIL","SIL","NDistance",NA,"GDistance",0
"948","SIL","SIN","NDistance",0.189,"GDistance",471.5159508
"949","SIL","VP","NDistance",0.135,"GDistance",46.18009591
"950","SIN","SIN","NDistance",NA,"GDistance",0
"951","SIN","VP","NDistance",0.163,"GDistance",425.4449696
"952","VP","VP","NDistance",NA,"GDistance",0
"953","AVE","AVE","F1Distance",NA,"GDistance",0
"954","AVE","BER","F1Distance",0.00610706991438029,"GDistance",81.74353068
"955","AVE","CIESN","F1Distance",0.00936692506459948,"GDistance",397.2391248
"956","AVE","CIESS","F1Distance",0.00592489764714166,"GDistance",392.3358381
"957","AVE","COR","F1Distance",0.00830846172461079,"GDistance",433.562228
"958","AVE","COUSO","F1Distance",0.00699864055183525,"GDistance",405.3198647
"959","AVE","ERI","F1Distance",0.0094076795736262,"GDistance",34.30031029
"960","AVE","ESPO","F1Distance",0.00523728626142201,"GDistance",324.9492243
"961","AVE","FIG","F1Distance",0.00814581821114606,"GDistance",170.5312735
"962","AVE","GROVE","F1Distance",0.0102132560183455,"GDistance",421.9367667
"963","AVE","ONS","F1Distance",0.00906137111259107,"GDistance",414.058619
"964","AVE","SALV","F1Distance",0.00791211006400242,"GDistance",423.2132084
"965","AVE","SES","F1Distance",0.0108565998827406,"GDistance",38.32325525
"966","AVE","SIL","F1Distance",0.00863390623739208,"GDistance",383.2319299
"967","AVE","SIN","F1Distance",0.00592489764714166,"GDistance",102.6517798
"968","AVE","VP","F1Distance",0.0121047730861099,"GDistance",337.9824234
"969","BER","BER","F1Distance",NA,"GDistance",0
"970","BER","CIESN","F1Distance",0.0114393793807968,"GDistance",318.9409033
"971","BER","CIESS","F1Distance",0.00782068854309441,"GDistance",314.1086847
"972","BER","COR","F1Distance",0.00710005539050305,"GDistance",354.1450352
"973","BER","COUSO","F1Distance",0.00981540574383003,"GDistance",327.0972365
"974","BER","ERI","F1Distance",0.0117668484474438,"GDistance",47.44323903
"975","BER","ESPO","F1Distance",0.00602609631693846,"GDistance",248.320406
"976","BER","FIG","F1Distance",0.00684655658477648,"GDistance",100.1133393
"977","BER","GROVE","F1Distance",0.00846098768669134,"GDistance",343.2347581
"978","BER","ONS","F1Distance",0.00994798767863455,"GDistance",335.5082713
"979","BER","SALV","F1Distance",0.00701892188554223,"GDistance",344.1535596
"980","BER","SES","F1Distance",0.00670465298890612,"GDistance",116.8770911
"981","BER","SIL","F1Distance",0.0210645619122497,"GDistance",305.0685988
"982","BER","SIN","F1Distance",0.00971344332478443,"GDistance",181.8308594
"983","BER","VP","F1Distance",0.0080441926574061,"GDistance",260.6931177
"984","CIESN","CIESN","F1Distance",NA,"GDistance",0
"985","CIESN","CIESS","F1Distance",0.00958092295887977,"GDistance",4.985325679
"986","CIESN","COR","F1Distance",0.0151459779916352,"GDistance",40.74240222
"987","CIESN","COUSO","F1Distance",0.0104684531748919,"GDistance",8.204216037
"988","CIESN","ERI","F1Distance",0.00515645260184748,"GDistance",364.1927459
"989","CIESN","ESPO","F1Distance",0.0053484537740781,"GDistance",74.37343618
"990","CIESN","FIG","F1Distance",0.00610706991438029,"GDistance",229.3738326
"991","CIESN","GROVE","F1Distance",0.00956053829767902,"GDistance",25.35949674
"992","CIESN","ONS","F1Distance",0.00520697211555859,"GDistance",17.16978769
"993","CIESN","SALV","F1Distance",0.00799338756337758,"GDistance",28.56974773
"994","CIESN","SES","F1Distance",0.0108872557443668,"GDistance",425.9222146
"995","CIESN","SIL","F1Distance",0.0128736237579637,"GDistance",14.08824128
"996","CIESN","SIN","F1Distance",0.0109587933195843,"GDistance",485.6028286
"997","CIESN","VP","F1Distance",0.00810516553086818,"GDistance",60.23429133
"998","CIESS","CIESS","F1Distance",NA,"GDistance",0
"999","CIESS","COR","F1Distance",0.00828812841557603,"GDistance",45.51244533
"1000","CIESS","COUSO","F1Distance",0.0059147788999316,"GDistance",12.99362959
"1001","CIESS","ERI","F1Distance",0.00988679169065148,"GDistance",359.3129378
"1002","CIESS","ESPO","F1Distance",0.00939749063783827,"GDistance",69.39113474
"1003","CIESS","FIG","F1Distance",0.00610706991438029,"GDistance",224.4051934
"1004","CIESS","GROVE","F1Distance",0.00802387000524172,"GDistance",30.33839217
"1005","CIESS","ONS","F1Distance",0.00838980316231042,"GDistance",22.15379696
"1006","CIESS","SALV","F1Distance",0.00533834662055515,"GDistance",33.40796117
"1007","CIESS","SES","F1Distance",0.0122584498274099,"GDistance",420.9723757
"1008","CIESS","SIL","F1Distance",0.00795274717521243,"GDistance",9.124654661
"1009","CIESS","SIN","F1Distance",0.0138800174387363,"GDistance",480.6270005
"1010","CIESS","VP","F1Distance",0.00706962879413483,"GDistance",55.24951813
"1011","COR","COR","F1Distance",NA,"GDistance",0
"1012","COR","COUSO","F1Distance",0.0059552551102527,"GDistance",34.67753664
"1013","COR","ERI","F1Distance",0.00776990597506777,"GDistance",400.1178266
"1014","COR","ESPO","F1Distance",0.00547986526569805,"GDistance",114.096358
"1015","COR","FIG","F1Distance",0.00924468128052965,"GDistance",267.4629412
"1016","COR","GROVE","F1Distance",0.00398582372016907,"GDistance",17.44513275
"1017","COR","ONS","F1Distance",0.00517665979795949,"GDistance",24.74980405
"1018","COR","SALV","F1Distance",0.00839997176480079,"GDistance",12.28452595
"1019","COR","SES","F1Distance",0.00472219431327238,"GDistance",463.2520623
"1020","COR","SIL","F1Distance",0.0109383529792353,"GDistance",54.04941585
"1021","COR","SIN","F1Distance",0.0181536801164768,"GDistance",523.7446531
"1022","COR","VP","F1Distance",0.00811532839356822,"GDistance",99.68445021
"1023","COUSO","COUSO","F1Distance",NA,"GDistance",0
"1024","COUSO","ERI","F1Distance",0.00401606425702811,"GDistance",372.3052735
"1025","COUSO","ESPO","F1Distance",0.00380441874705132,"GDistance",82.0218656
"1026","COUSO","FIG","F1Distance",0.00475247922674249,"GDistance",237.28008
"1027","COUSO","GROVE","F1Distance",0.00661345036892383,"GDistance",18.13982413
"1028","COUSO","ONS","F1Distance",0.00260677762181672,"GDistance",10.03499857
"1029","COUSO","SALV","F1Distance",0.00402614484081165,"GDistance",22.40410817
"1030","COUSO","SES","F1Distance",0.00674519279170442,"GDistance",433.9007433
"1031","COUSO","SIL","F1Distance",0.00901046343850586,"GDistance",22.08832565
"1032","COUSO","SIN","F1Distance",0.0102030508132135,"GDistance",493.4593354
"1033","COUSO","VP","F1Distance",0.00685669408673064,"GDistance",68.01962284
"1034","ERI","ERI","F1Distance",NA,"GDistance",0
"1035","ERI","ESPO","F1Distance",0.0047928619515087,"GDistance",292.4490534
"1036","ERI","FIG","F1Distance",0.00955034627576877,"GDistance",139.4743166
"1037","ERI","GROVE","F1Distance",0.00724207048680009,"GDistance",388.7528723
"1038","ERI","ONS","F1Distance",0.0080441926574061,"GDistance",380.9274392
"1039","ERI","SALV","F1Distance",0.0116747263419865,"GDistance",389.8977167
"1040","ERI","SES","F1Distance",0.0145589205093086,"GDistance",70.39929237
"1041","ERI","SIL","F1Distance",0.00914283407673522,"GDistance",350.2273367
"1042","ERI","SIN","F1Distance",0.0116747263419865,"GDistance",135.4989288
"1043","ERI","VP","F1Distance",0.00624880507954397,"GDistance",305.2603138
"1044","ESPO","ESPO","F1Distance",NA,"GDistance",0
"1045","ESPO","FIG","F1Distance",0.00695808033511565,"GDistance",155.7204786
"1046","ESPO","GROVE","F1Distance",0.0109587933195843,"GDistance",99.72839088
"1047","ESPO","ONS","F1Distance",0.00742472018778397,"GDistance",91.54282722
"1048","ESPO","SALV","F1Distance",0.00379434261508502,"GDistance",102.3976683
"1049","ESPO","SES","F1Distance",0.0130891113182316,"GDistance",352.5904769
"1050","ESPO","SIL","F1Distance",0.0104684531748919,"GDistance",60.38783048
"1051","ESPO","SIN","F1Distance",0.0158472165786266,"GDistance",411.6256426
"1052","ESPO","VP","F1Distance",0.0107952937371124,"GDistance",14.49805545
"1053","FIG","FIG","F1Distance",NA,"GDistance",0
"1054","FIG","GROVE","F1Distance",0.00808484042016976,"GDistance",254.5207928
"1055","FIG","ONS","F1Distance",0.00647161246817034,"GDistance",246.4521534
"1056","FIG","SALV","F1Distance",0.0053484537740781,"GDistance",256.4446932
"1057","FIG","SES","F1Distance",0.00879670728754741,"GDistance",196.9017478
"1058","FIG","SIL","F1Distance",0.0151150632924242,"GDistance",215.2858454
"1059","FIG","SIN","F1Distance",0.0116644915880098,"GDistance",256.3117949
"1060","FIG","VP","F1Distance",0.00519686780655992,"GDistance",169.3210043
"1061","GROVE","GROVE","F1Distance",NA,"GDistance",0
"1062","GROVE","ONS","F1Distance",0.00711019799786493,"GDistance",8.21274335
"1063","GROVE","SALV","F1Distance",0.00956053829767902,"GDistance",6.449466445
"1064","GROVE","SES","F1Distance",0.0133149585554182,"GDistance",450.9190788
"1065","GROVE","SIL","F1Distance",0.00469191122542272,"GDistance",39.37042402
"1066","GROVE","SIN","F1Distance",0.0146103896103896,"GDistance",510.79756
"1067","GROVE","VP","F1Distance",0.0103969849753968,"GDistance",85.55029392
"1068","ONS","ONS","F1Distance",NA,"GDistance",0
"1069","ONS","SALV","F1Distance",0.00960130844329574,"GDistance",12.55122347
"1070","ONS","SES","F1Distance",0.00497462439073413,"GDistance",442.9192481
"1071","ONS","SIL","F1Distance",0.00843047880279134,"GDistance",31.21838339
"1072","ONS","SIN","F1Distance",0.0110405629473854,"GDistance",502.7091292
"1073","ONS","VP","F1Distance",0.00803403122889429,"GDistance",77.39319558
"1074","SALV","SALV","F1Distance",NA,"GDistance",0
"1075","SALV","SES","F1Distance",0.0109587933195843,"GDistance",452.5533642
"1076","SALV","SIL","F1Distance",0.00648174242119248,"GDistance",42.11793553
"1077","SALV","SIN","F1Distance",0.0103969849753968,"GDistance",512.7564579
"1078","SALV","VP","F1Distance",0.00410679679890753,"GDistance",88.05680241
"1079","SES","SES","F1Distance",NA,"GDistance",0
"1080","SES","SIL","F1Distance",0.0122584498274099,"GDistance",411.8477935
"1081","SES","SIN","F1Distance",0.00521707662769775,"GDistance",65.10616453
"1082","SES","VP","F1Distance",0.00786131828260431,"GDistance",366.0698521
"1083","SIL","SIL","F1Distance",NA,"GDistance",0
"1084","SIL","SIN","F1Distance",0.0135100894929409,"GDistance",471.5159508
"1085","SIL","VP","F1Distance",0.0134587319604346,"GDistance",46.18009591
"1086","SIN","SIN","F1Distance",NA,"GDistance",0
"1087","SIN","VP","F1Distance",0.00293861012767408,"GDistance",425.4449696
"1088","VP","VP","F1Distance",NA,"GDistance",0
