"","Site1","Site2","distance_metric","distance","n","upr","lwr","estimator","relatedness"
"211","COUSO","GROVE","GDistance",18.13982413,0.266462909692055,0.392799744821131,0.140126074562979,"n",0.266462909692055
"212","COUSO","ONS","GDistance",10.03499857,0.272594257112522,0.405262273342944,0.1399262408821,"n",0.272594257112522
"213","COUSO","SALV","GDistance",22.40410817,0.263292520958607,0.386457250508858,0.140127791408356,"n",0.263292520958607
"214","COUSO","SES","GDistance",433.9007433,0.0829499859461824,0.1604835612329,0.00541641065946497,"n",0.0829499859461824
"215","COUSO","SIL","GDistance",22.08832565,0.263525998574418,0.386921896266396,0.140130100882439,"n",0.263525998574418
"216","COUSO","SIN","GDistance",493.4593354,0.0701799836884109,0.14610143995823,-0.00574147258140828,"n",0.0701799836884109
"217","COUSO","VP","GDistance",68.01962284,0.231650021523558,0.327534140889183,0.135765902157934,"n",0.231650021523558
"218","ERI","ERI","GDistance",0,0.280381629713977,0.421443728661662,0.139319530766292,"n",0.280381629713977
"219","ERI","ESPO","GDistance",292.4490534,0.123381092279942,0.198807273621223,0.0479549109386604,"n",0.123381092279942
"220","ERI","FIG","GDistance",139.4743166,0.189551714684864,0.264686229203615,0.114417200166113,"n",0.189551714684864
"221","ERI","GROVE","GDistance",388.7528723,0.0941569599919724,0.171961247895776,0.0163526720881686,"n",0.0941569599919724
"222","ERI","ONS","GDistance",380.9274392,0.0962480145855554,0.174007571526193,0.0184884576449182,"n",0.0962480145855554
"223","ERI","SALV","GDistance",389.8977167,0.0938548761891453,0.171663390227231,0.0160463621510598,"n",0.0938548761891453
"224","ERI","SES","GDistance",70.39929237,0.230107875405173,0.324892249535631,0.135323501274715,"n",0.230107875405173
"225","ERI","SIL","GDistance",350.2273367,0.10490973428583,0.182226671233177,0.0275927973384819,"n",0.10490973428583
"226","ERI","SIN","GDistance",135.4989288,0.19167867144922,0.267380242530536,0.115977100367905,"n",0.19167867144922
"227","ERI","VP","GDistance",305.2603138,0.119023150357239,0.194969132601726,0.0430771681127521,"n",0.119023150357239
"228","ESPO","ESPO","GDistance",0,0.280381629713977,0.421443728661662,0.139319530766292,"n",0.280381629713977
"229","ESPO","FIG","GDistance",155.7204786,0.181102038031437,0.254473594398529,0.107730481664346,"n",0.181102038031437
"230","ESPO","GROVE","GDistance",99.72839088,0.211923322920933,0.295613914069324,0.128232731772542,"n",0.211923322920933
"231","ESPO","ONS","GDistance",91.54282722,0.216848844554513,0.303190951569389,0.130506737539638,"n",0.216848844554513
"232","ESPO","SALV","GDistance",102.3976683,0.210341446007653,0.293238331555762,0.127444560459543,"n",0.210341446007653
"233","ESPO","SES","GDistance",352.5904769,0.104216161779335,0.181582157301153,0.0268501662575165,"n",0.104216161779335
"234","ESPO","SIL","GDistance",60.38783048,0.236665876816437,0.336287536545415,0.137044217087458,"n",0.236665876816437
"235","ESPO","SIN","GDistance",411.6256426,0.0883019078790944,0.16607973751244,0.0105240782457491,"n",0.0883019078790944
"236","ESPO","VP","GDistance",14.49805545,0.26920067906052,0.39833313415081,0.140068223970231,"n",0.26920067906052
"237","FIG","FIG","GDistance",0,0.280381629713977,0.421443728661662,0.139319530766292,"n",0.280381629713977
